2019/08/20|19:00:45,2
2019/08/20|19:00:46,3
2019/08/20|19:14:27,3
2019/08/20|19:17:57,3
2019/08/20|19:18:34,3
2019/08/20|19:18:35,3
2019/08/20|19:19:10,2
2019/08/20|19:19:53,2
2019/08/20|22:41:01,3
